,item,categories,description,title,price,brand,salesRank,item_id
4768,B006FPQ86Y,[['Baby']],"From the Manufacturer
NUK replacement spill proof silicone soft spout is especially soft for easy transition to drinking from bottle to cup. Replacement spout fits on the NUK learner cup, active cup, EZ cup, and all NUK bottles to make it easy to mix and match and expand feeding options as your baby grows.
Product Description
NUK replacement spill proof silicone soft spout is especially soft for easy transition to drinking from bottle to cup. Replacement spout fits on the NUK learner cup, active cup, EZ cup, and all NUK bottles to make it easy to mix and match and expand feeding options as your baby grows.NUK air system minimizes the swallowing of air. Easy to handle and clean. BPA free. Extra soft spout made of silicone. Spill proof for out and about.",Nuk Clear Replacement Spouts - 6 PACK Clear,19.26,NUK,,4768
4769,B006FS3BFM,[['Baby']],,Britax Child Bike Seat,56.13,,,4769
4770,B006G1Q0BA,[['Baby']],"Each ZooLEY teether is made with custom certified organic cotton and untreated, naturally antibacterial Maple wood. The new line of soothing teethers was inspired by the &ldquo;wild&rdquo; animals found in nature: the elephant, turtle and monkey. The ZooLEY line is made responsibly in China. New ZooLEY animals are filled with eco-friendly corn fiber making them machine washable (remove ring before washing) and have a gentle rattle inside. The wooden ring is attached to the animal using Velcro making it easy to remove ring before washing.",RiNGLEY Natural Teething Toy - ZooLEY Elephant,21.94,Ringley,,4770
4771,B006G9F8AQ,[['Baby']],"Natursutten is one of the best All Natural Rubber Pacifier in America. Having led the way with BPA-free pacifiers, Natursutten is the safest choice for your baby because it contains no BPA, phthalates, or PVC. It&#x2019;s made of 100% natural rubber, from the tree Hevea Brasiliensis. And it features a patented, one-piece design, with no joints or cracks where bacteria can hide or accumulate. Natursutten is made in Italy by a family-run business that&#x2019;s been making rubber baby-products for three generations. It takes about 30 days to make just one Natursutten pacifier because of the curing process for natural rubber, along with the fact that many steps are completed by hand. Natursutten means &#x201C;natural pacifier&#x201D; in Danish. Anne-Dorthe Shroeder, the Danish mom behind the brand, started her company when she couldn&#x2019;t find a healthy option for her newborn son. &#x201C;The media is full of stories about toxic baby gear, recalls and harmful plastics. As a new mother, I thought about how many hours my son was going to have a pacifier in his mouth, and I was determined to find a truly safe alternative. I felt I owed that to my child and other babies around the world &#x2013; to do better.&#x201D; How to care for your Natursutten pacifiers:  &#x2022; Sterilize in boiling water for 5 minutes before first use, wash with mild soap and warm water daily. &#x2022; Just like toothbrushes pacifiers should be replaced every 6 to 8 weeks.","Natursutten 2 Pack BPA Free Natural Rubber Pacifier, Butterfly Orthodontic, 0 - 6 Months",16.5,Natursutten,,4771
4772,B006G9GYF4,[['Baby']],"Thoughtfully designed with your baby in mind, the Cover Comfy Contoured Changing Pad Cover is contoured to fit snugly against your changing pad. Made from a highly durable polyester fabric that is super soft and luxurious to touch, the Cover Comfy brings serious comfort to any diaper change. You and your baby will love the way it feels. Fits most contoured changing pads up to 34"" x 17"". Super soft, 100% polyester fabric with elastic edge. High quality, durable fabric that is machine washable and dryable. Designed to accommodate changing pad safety straps.","Luxe Basics Cover Comfy Contoured Changing Pad Cover, Ivory Dot",21.99,,,4772
4773,B006GCAMG8,[['Baby']],"Fits NUK Learner Cups, EZ Cups and Nuk Active Cups and all NUK bottles.  FAST SHIPPING.  Shipping charges are per order so if you choose to order more than one of these items, you will be charged according to the Amazon Chart shown on this page.  We cannot combine shipping on Amazon.  We do have other quantities listed for one low shipping charge.",Nuk Replacement Spouts - 4 Pack Clear,12.84,NUK,,4773
4774,B006GH4QS8,[['Baby']],"Soft, natural muslin wraps are perfect for swaddling your baby for peaceful sleep. SwaddleMe Muslin Blankets are large (40&#x201D;x40&#x201D;) and stretchable for easy swaddling and can be used as a nursing cover, stroller cover, or burp cloth. 100% cotton muslin is naturally breathable for baby&#x2019;s comfort.","Summer Infant 3 Piece SwaddleMe Muslin Blanket, Go Team",30.28,Summer Infant,,4774
4775,B006GH8CME,[['Baby']],"Finally a gentle way to remove hard, dried-up mucous from newborn noses! Often baby's nose gets stuffed up with annoying boogies and you have to use the bulb syringe that irritates the nasal cavity and baby.  Just use the Boogie Snatcher to safely and easily remove the boogie!  Simply squeeze it with the Boogie Snatcher and gently remove it so baby can breathe freely and comfortably!","Boogie Snatcher: Infant, Baby Nose Cleaning Tweezers. Cleans Your Infants Nose For Better Sleep!",7.25,,,4775
4776,B006GYLKOO,[['Baby']],,"Philips AVENT Day Disposable Breast Pads, 60-Count",9.5,Philips Avent,,4776
4777,B006GYLL7K,[['Baby']],,"Philips AVENT 9 Ounce BPA Free Natural Drinking Cup, 1-Pack, Red",7.99,Philips Avent,,4777
4778,B006HY8BJU,[['Baby']],Keep car seat straps from rubbing against your baby's skin with this strap cover. It easily snaps onto the car seat harness.,"Eddie Bauer Strap Cover Buddies, Monkey",24.99,,,4778
4779,B006I0R0UE,[['Baby']],"Why settle for a bulky highchair?  Our Deluxe Reclining Feeding Seat does it all in less space.  Use from newborn to 50 lbs.  This seat features five recline positions, great for playing or bottle feeding or add the tray in one of the 3 positions for first foods.  The five-point safety harness helps to keep the baby in place and the full size, dishwasher safe tray includes a cup holder for fewer spills.  When you need a big kid booster, easily remove the back and adjust the height for a low back padded booster seat.  The design allows you to push it right up to the table so it&#x2019;s perfect for eating and activities.   Also, it&#x2019;s so easy to use &#x2013; just attach the seat to a chair and you&#x2019;re ready, working perfectly for every feeding stage from first foods to family dinners.  Never consider a bulky high chair again!","The First Years Deluxe Reclining Feeding Seat, Dots",73.99,The First Years,,4779
4780,B006I0R0XQ,[['Baby']],"The First Years Soft Grip Trainer Seat is designed for an easy potty training experience for your child and you. The wide soft grip handles offer comfort and security. The high soft pee shield helps to reduce mess, and the one piece trainer seat is easy to clean.","The First Years Soft Grip Trainer Seat, Blue",15.0,The First Years,,4780
4781,B006I0R3E2,[['Baby']],"The First Years Grown Up Trainer Cups with Magical Color Change are a hit with moms and kids!  The Grown Up Trainer Cup allows your child to progress to the feel of an open cup, and keeps mom feeling good as the cup is still spill-proof!  Mom's love the easy clean valve system that is built into the lid.  It's easy to clean and there are no small parts to lose at daycare or go down the garbage disposal, and the cups are dishwasher safe and BPA free.  Kids have fun watching the color magically change when a drink is poured into it, while Mom has the peace of mind knowing when the drink reaches room temperature.  The lid is just like mom or dad's on-the-go coffee cups!","The First Years Grown Up Trainer Cup, Disney Fairies, 9 Ounce",9.49,The First Years,,4781
4782,B006I0R5AO,[['Baby']],The GumDrop Slim Bottle has the same nipple as the GumDrop Pacifier and the slim design makes it easy for baby to hold on to. GumDrop bottles feature a slim neck design and include a leak-resistant travel cap. The 100% silicone nipple is the same nipple as the GumDrop pacifier. Three 4 ounce Slim Neck Bottle.,"The First Years 3 Pack Gumdrop Slim Neck Bottle, Pink/Purple, 8 Ounce",11.99,The First Years,,4782
4783,B006I0R6VM,[['Baby']],"Mittens the Kitten features crinkle paws and ears, knottie activity legs, colorful teething beads and a jingle that awakens auditory awareness.  Mittens Includes the signature Lamaze link that can be attached to a diaper bag, stroller or carrier bar for easy on-the-go play",Lamaze Mittens the Kitten,12.75,Tomy,,4783
4784,B006I0R6ZI,[['Baby']],Feel Me Fish will stimulate baby&#x2019;s tactile senses.  Filled with different textures to explore and crinkle to awaken auditory awareness while colorful ribbons engage baby&#x2019;s touch.  Includes a loop-attach link for on-the-go play,Lamaze Feel Me Fish Developmental Toy,10.43,Lamaze,,4784
4785,B006I0R7N4,[['Baby']],Flip Flop Fred is perfect for peek-a-boo play with baby!  High contrast patterns stimulate baby&#x2019;s vision while crinkle awakens auditory awareness.  Colorful ribbons engage baby&#x2019;s touch.  Includes a loop- attach a link for on-the-go play,"Lamaze Developmental Toy, Flip Flop Fred",9.0,Tomy,,4785
4786,B006I0R7Q6,[['Baby']],"Huey the Hedgehog features a high contrast belly to stimulate baby&#x2019;s vision while a squeaker awakens auditory senses.  Colorful ribbons and crinkle body engage baby&#x2019;s touch.  Includes the signature Lamaze link that can be attached to a diaper bag, stroller or carrier bar for easy on-the-go play.",Lamaze Huey the Hedgehog,9.99,Tomy,,4786
4787,B006I0R8GA,[['Baby']],"Parents and babies have always loved the Freddie the Firefly Play & Grow toy. Expanding on that best-selling toy, Lamaze introduces the Freddie the Firefly Mobile. Part developmental toy and part room d&#xE9;cor item, the mobile features a large colorful firefly with wings that slowly flap. With high-contrast patterns and additional flying characters, the mobile is perfect to engage baby and strengthen visual tracking. The mobile includes 4 music selections, 15 or 30 minute play modes, two light modes and volume control. It also can be easily attached to all cribs.",Lamaze Freddie The Firefly Musical Mobile,72.72,Tomy,,4787
4788,B006I0R8LU,[['Baby']],"For babies, tummy time is an important exercise in the development of growing muscles. Perfect for tummy time fun as well as self-discovery, the adorable Lamaze Monkey in the Mirror features a cute monkey face. The mirror play helps baby learn how to focus, track images and explore the face. With a high-quality, unbreakable, baby-safe mirror, brightly-colored fabric and high contrast patterns for visual development, Lamaze Monkey in the Mirror also easily converts from an easel to a hanging mirror in two simple steps, allowing it to attach to a crib or be taken on the go!",Lamaze Monkey In The Mirror,20.59,Tomy,,4788
